	Unnamed: 0	scene_id	raw_text	characters	cOPN	dialog_state	sent	utterance	context	labels	Uttr_EmoBERTa_label	Dialog_EmoBERTa_label
504	504	01_e18_c02(0) 	"[['Monica Geller', "" So I wouldn't need any, right? Cause I have a straight.""], ['Rachel Green', ' Oh, good for you!'], ['Phoebe Buffay', ' Congratulations!'], ['Chandler Bing', ' OK Phoebs, how many do you want?'], ['Phoebe Buffay', ' OK, I just need two... the, um, ten of spades and the six of clubs.'], ['Ross Geller', "" No. No, uh, Phoebs? You can'tyou can't do...""], ['Rachel Green', ' Oh wait, I have the ten of spades! Here! (gives it to Phoebe)'], ['Ross Geller', "" No, no. Uh... no, see, uh, you-you can't do that.""], ['Rachel Green', "" Oh, no-no-no-no-no-no, that's OK, I don't need them. I'm going for fours.""], ['Ross Geller', "" Oh, you're... (gives up)""]]"	Ross Geller	True	[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]	 So I wouldn't need any, right? Cause I have a straight. Oh, good for you! Congratulations! OK Phoebs, how many do you want? OK, I just need two... the, um, ten of spades and the six of clubs. No. No, uh, Phoebs? You can'tyou can't do... Oh wait, I have the ten of spades! Here! (gives it to Phoebe) No, no. Uh... no, see, uh, you-you can't do that. Oh, no-no-no-no-no-no, that's OK, I don't need them. I'm going for fours. Oh, you're... (gives up)	  No. No, uh, Phoebs? You can'tyou can't do...  No, no. Uh... no, see, uh, you-you can't do that.  Oh, you're... (gives up)	  So I wouldn't need any, right? Cause I have a straight.  Oh, good for you!  Congratulations!  OK Phoebs, how many do you want?  OK, I just need two... the, um, ten of spades and the six of clubs.  Oh wait, I have the ten of spades! Here! (gives it to Phoebe)  Oh, no-no-no-no-no-no, that's OK, I don't need them. I'm going for fours.	1	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'sadness', 'anger', 'neutral', 'neutral', 'neutral']
505	505	01_e10_c02(1) 	"[['Phoebe Buffay', ' Yeah, you wish!'], ['Chandler Bing', "" It's just that I'm sick of being a victim of this Dick Clark holiday. I say this year, no dates, we make a pact. Just the six of us- dinner.""], ['All', ' Yeah, okay. Alright.'], ['Chandler Bing', "" Y'know, I was hoping for a little more enthusiasm.""], ['All', ' Woooo! Yeah!'], ['Rachel Green', "" Phoebe, you're on.""], ['Phoebe Buffay', ' Oh, oh, good.'], ['Rachel Green', ' (Into microphone) Okay, hi. Ladies and gentlemen, back by popular demand, Miss Phoebe Buffay. Wooh!']]"	Rachel Green	True	[0, 0, 0, 0, 0, 1, 0, 1]	 Yeah, you wish! It's just that I'm sick of being a victim of this Dick Clark holiday. I say this year, no dates, we make a pact. Just the six of us- dinner. Yeah, okay. Alright. Y'know, I was hoping for a little more enthusiasm. Woooo! Yeah! Phoebe, you're on. Oh, oh, good. (Into microphone) Okay, hi. Ladies and gentlemen, back by popular demand, Miss Phoebe Buffay. Wooh!	  Phoebe, you're on.  (Into microphone) Okay, hi. Ladies and gentlemen, back by popular demand, Miss Phoebe Buffay. Wooh!	  Yeah, you wish!  It's just that I'm sick of being a victim of this Dick Clark holiday. I say this year, no dates, we make a pact. Just the six of us- dinner.  Yeah, okay. Alright.  Y'know, I was hoping for a little more enthusiasm.  Woooo! Yeah!  Oh, oh, good.	1	neutral	['joy', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral']
506	506	02_e19_c02(0) 	"[['Joey Tribbiani', ' Hey.'], ['Monica Geller', ' Hey.'], ['Rachel Green', "" Hey. Whe-ell, look at you, finally got that time machine workin' huh?""], ['Joey Tribbiani', "" Seriously, you like it? This guy was sellin' them on 8th avenue and I looked at 'em and I though, you know what I don't have?""], ['Monica Geller', ' A mirror?'], ['Joey Tribbiani', "" Fine, make fun. I think it's jaunty.""], ['Monica Geller', "" Wow, for a guy who's recently lost his job, you're in an awfully good mood.""], ['Joey Tribbiani', "" Hey, I'll be alright. I mean it's not like I'm starting from sqare one. I was Dr. Drake Remoray on Days of Our Lives. Heh? I mean that's gotta have some kind of cache.""], ['Monica Geller', ' Cache? Jaunty?'], ['Joey Tribbiani', "" Chandler gave me word of the day toilet paper. I'm gonna get some coffee. [Phoebe enters]""]]"	Joey Tribbiani	False	[1, 0, 0, 1, 0, 1, 0, 1, 0, 1]	 Hey. Hey. Hey. Whe-ell, look at you, finally got that time machine workin' huh? Seriously, you like it? This guy was sellin' them on 8th avenue and I looked at 'em and I though, you know what I don't have? A mirror? Fine, make fun. I think it's jaunty. Wow, for a guy who's recently lost his job, you're in an awfully good mood. Hey, I'll be alright. I mean it's not like I'm starting from sqare one. I was Dr. Drake Remoray on Days of Our Lives. Heh? I mean that's gotta have some kind of cache. Cache? Jaunty? Chandler gave me word of the day toilet paper. I'm gonna get some coffee. [Phoebe enters]	  Hey.  Seriously, you like it? This guy was sellin' them on 8th avenue and I looked at 'em and I though, you know what I don't have?  Fine, make fun. I think it's jaunty.  Hey, I'll be alright. I mean it's not like I'm starting from sqare one. I was Dr. Drake Remoray on Days of Our Lives. Heh? I mean that's gotta have some kind of cache.  Chandler gave me word of the day toilet paper. I'm gonna get some coffee. [Phoebe enters]	  Hey.  Hey. Whe-ell, look at you, finally got that time machine workin' huh?  A mirror?  Wow, for a guy who's recently lost his job, you're in an awfully good mood.  Cache? Jaunty?	0	neutral	['neutral', 'neutral', 'neutral', 'joy', 'anger', 'anger', 'neutral', 'neutral', 'neutral', 'neutral']
507	507	04_e18_c05(0) 	"[['Ross', ' Hey!'], ['Joey', ' Hey!'], ['Chandler', ' Hey!'], ['Ross', ' So uh, Emily called last night...'], ['Chandler', "" And now you're giving me the message!""], ['Ross', "" Turns out them Emily is just crazy about Susan. Yeah, they're going to the theatre together! They're going to dinner! They're going horseback riding!""], ['Phoebe', ' God, Susan is so fun!'], ['Ross', ' Look, this is just a little too familiar, okay? For like, for Like six months before Carol and I spilt up, all I heard was ""My friend Susan is so smart. My friend Susan is so funny. My friend Susan is so great.""'], ['Chandler', ' You actually think that something can happen between Emily and Susan?'], ['Ross', "" Hey, they're going to the gym together! Two women! Stretching! Y'know they-they take a steam together! Things get a little playful-didn't you see Personal Best?""], ['Joey', "" No, but I'm gonna!""], ['Chandler', "" Hi! Hi! You're crazy! Okay? This is Emily. Emily is straight.""], ['Ross', ' How do you know? I mean we thought Carol was straight before I married her!'], ['Phoebe', "" Yeah, I definitely. I don't like the name Ross.""], ['Ross', "" What a weird way to kick me when I'm down.""], ['Phoebe', ' No! No! I-I meant for the baby!'], ['Ross', "" Oh. What's wrong with Ross?""], ['Phoebe', "" Well, it's just y'know that something like this would never to like The Hulk, y'know...""], ['Ross', "" Actually that-that's not true, in The Incredible Hulk uh, No. 72, Dr. Bruce Banner found... (Sees everyone staring at him and stops.) Y'know, ugh, nevermind, my girlfriend's a lesbian. (Leaves.)""]]"	Ross	False	[1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]	" Hey! Hey! Hey! So uh, Emily called last night... And now you're giving me the message! Turns out them Emily is just crazy about Susan. Yeah, they're going to the theatre together! They're going to dinner! They're going horseback riding! God, Susan is so fun! Look, this is just a little too familiar, okay? For like, for Like six months before Carol and I spilt up, all I heard was ""My friend Susan is so smart. My friend Susan is so funny. My friend Susan is so great."" You actually think that something can happen between Emily and Susan? Hey, they're going to the gym together! Two women! Stretching! Y'know they-they take a steam together! Things get a little playful-didn't you see Personal Best? No, but I'm gonna! Hi! Hi! You're crazy! Okay? This is Emily. Emily is straight. How do you know? I mean we thought Carol was straight before I married her! Yeah, I definitely. I don't like the name Ross. What a weird way to kick me when I'm down. No! No! I-I meant for the baby! Oh. What's wrong with Ross? Well, it's just y'know that something like this would never to like The Hulk, y'know... Actually that-that's not true, in The Incredible Hulk uh, No. 72, Dr. Bruce Banner found... (Sees everyone staring at him and stops.) Y'know, ugh, nevermind, my girlfriend's a lesbian. (Leaves.)"	"  Hey!  So uh, Emily called last night...  Turns out them Emily is just crazy about Susan. Yeah, they're going to the theatre together! They're going to dinner! They're going horseback riding!  Look, this is just a little too familiar, okay? For like, for Like six months before Carol and I spilt up, all I heard was ""My friend Susan is so smart. My friend Susan is so funny. My friend Susan is so great.""  Hey, they're going to the gym together! Two women! Stretching! Y'know they-they take a steam together! Things get a little playful-didn't you see Personal Best?  How do you know? I mean we thought Carol was straight before I married her!  What a weird way to kick me when I'm down.  Oh. What's wrong with Ross?  Actually that-that's not true, in The Incredible Hulk uh, No. 72, Dr. Bruce Banner found... (Sees everyone staring at him and stops.) Y'know, ugh, nevermind, my girlfriend's a lesbian. (Leaves.)"	  Hey!  Hey!  And now you're giving me the message!  God, Susan is so fun!  You actually think that something can happen between Emily and Susan?  No, but I'm gonna!  Hi! Hi! You're crazy! Okay? This is Emily. Emily is straight.  Yeah, I definitely. I don't like the name Ross.  No! No! I-I meant for the baby!  Well, it's just y'know that something like this would never to like The Hulk, y'know...	0	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'joy', 'neutral', 'joy', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'anger', 'neutral']
508	508	02_e13_c11(0) 	"[['Van Damme', "" [to Rachel] I'm sorry it didn't work out between you and me, [to Monica] or you and me. Drew was very disappointed.""], ['Rachel Green', ' OK, well, bye. [kisses him]'], ['Van Damme', ' Goodbye.'], ['Monica Geller', ' Well, bye for me too. [kisses him]'], ['Rachel Green', ' OK, well, bye-bye again. [kisses him again]']]"	Rachel Green	False	[0, 1, 0, 0, 1]	 [to Rachel] I'm sorry it didn't work out between you and me, [to Monica] or you and me. Drew was very disappointed. OK, well, bye. [kisses him] Goodbye. Well, bye for me too. [kisses him] OK, well, bye-bye again. [kisses him again]	  OK, well, bye. [kisses him]  OK, well, bye-bye again. [kisses him again]	  [to Rachel] I'm sorry it didn't work out between you and me, [to Monica] or you and me. Drew was very disappointed.  Goodbye.  Well, bye for me too. [kisses him]	0	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral']
509	509	01_e22_c10(0) 	"[['Rachel Green', ' (understands that Monica and Ethan wanna be alone) Hey, did you guys check out those new hand-dryers in the bathroom?'], ['Ross Geller', ' I thought that was just a rumour.'], ['Rachel Green', ' True story.'], ['Joey Tribbiani', "" They're here already?""], ['Ethan', "" All right, look. I've gotta tell you something. I'm not 17. I only said so that you'd think I was cute and vunerable. I'm actually 30, I have a wife, I have a job, I'm your Congressman. Monica, this is ridiculous, we're great together. We can talk, we make each other laugh, and the sex. Oh, man, okay i have no frame of graft, but I thought that was great.""], ['Monica Geller', ' It was.'], ['Ethan', "" Then, what's the problem?""], ['Monica Geller', "" Ethan, it's um... it's icky.""], ['Ethan', "" Icky? You're actually gonna throw this away because it's icky?""], ['Monica Geller', "" This isn't easy for me either. I wish things were different, I... If you were a few years older, or if I was a few years younger, or if we lived in biblical times, I would really...""]]"	Monica Geller	True	[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]	 (understands that Monica and Ethan wanna be alone) Hey, did you guys check out those new hand-dryers in the bathroom? I thought that was just a rumour. True story. They're here already? All right, look. I've gotta tell you something. I'm not 17. I only said so that you'd think I was cute and vunerable. I'm actually 30, I have a wife, I have a job, I'm your Congressman. Monica, this is ridiculous, we're great together. We can talk, we make each other laugh, and the sex. Oh, man, okay i have no frame of graft, but I thought that was great. It was. Then, what's the problem? Ethan, it's um... it's icky. Icky? You're actually gonna throw this away because it's icky? This isn't easy for me either. I wish things were different, I... If you were a few years older, or if I was a few years younger, or if we lived in biblical times, I would really...	  It was.  Ethan, it's um... it's icky.  This isn't easy for me either. I wish things were different, I... If you were a few years older, or if I was a few years younger, or if we lived in biblical times, I would really...	  (understands that Monica and Ethan wanna be alone) Hey, did you guys check out those new hand-dryers in the bathroom?  I thought that was just a rumour.  True story.  They're here already?  All right, look. I've gotta tell you something. I'm not 17. I only said so that you'd think I was cute and vunerable. I'm actually 30, I have a wife, I have a job, I'm your Congressman. Monica, this is ridiculous, we're great together. We can talk, we make each other laugh, and the sex. Oh, man, okay i have no frame of graft, but I thought that was great.  Then, what's the problem?  Icky? You're actually gonna throw this away because it's icky?	1	neutral	['joy', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral']
510	510	04_e04_c06(0) 	"[['Chandler', ' Yes. (In a stronger voice) Yes!'], ['Ross', ' One more time, ""Hey, don\'t you want a washboard stomach and rock hard pecs?""'], ['Chandler', ' No! I want a flabby gut and saggy man breasts!'], ['Ross', "" Good! That's good!""], ['Chandler', ' Okay. (They go inside) (To the guy at the desk) I wanna quit the gym.'], ['Gym Employee', ' You wanna quit?'], ['Chandler', ' I wanna quit the gym.'], ['Gym Employee', "" You do realize that you won't have access to our new full service Swedish spa.""], ['Chandler', "" (He turns to Ross and Ross makes a 'Be strong' sound.) I wanna quit the gym.""], ['Gym Employee', ' Okay, Dave in the membership office, handles quitters. (Both Chandler and Ross start to make their way to the membership office.) Uh, excuse me, (to Ross) are you a member?'], ['Ross', ' Me? No.'], ['Gym Employee', ' Sorry, members only.'], ['Chandler', ' (horrified at the prospect of trying to quit alone and unsure about himself) I wanna quit the gym.']]"	Gym Employee	True	[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]	" Yes. (In a stronger voice) Yes! One more time, ""Hey, don't you want a washboard stomach and rock hard pecs?"" No! I want a flabby gut and saggy man breasts! Good! That's good! Okay. (They go inside) (To the guy at the desk) I wanna quit the gym. You wanna quit? I wanna quit the gym. You do realize that you won't have access to our new full service Swedish spa. (He turns to Ross and Ross makes a 'Be strong' sound.) I wanna quit the gym. Okay, Dave in the membership office, handles quitters. (Both Chandler and Ross start to make their way to the membership office.) Uh, excuse me, (to Ross) are you a member? Me? No. Sorry, members only. (horrified at the prospect of trying to quit alone and unsure about himself) I wanna quit the gym."	  You wanna quit?  You do realize that you won't have access to our new full service Swedish spa.  Okay, Dave in the membership office, handles quitters. (Both Chandler and Ross start to make their way to the membership office.) Uh, excuse me, (to Ross) are you a member?  Sorry, members only.	"  Yes. (In a stronger voice) Yes!  One more time, ""Hey, don't you want a washboard stomach and rock hard pecs?""  No! I want a flabby gut and saggy man breasts!  Good! That's good!  Okay. (They go inside) (To the guy at the desk) I wanna quit the gym.  I wanna quit the gym.  (He turns to Ross and Ross makes a 'Be strong' sound.) I wanna quit the gym.  Me? No.  (horrified at the prospect of trying to quit alone and unsure about himself) I wanna quit the gym."	1	joy	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'anger', 'neutral', 'neutral', 'neutral', 'joy', 'neutral']
511	511	04_e19_c03(0) 	"[['Phoebe', ' (entering, wearing Santa pants) Hello!'], ['Chandler', ' Ho! Ho! Ho!'], ['Phoebe', ' Excuse me.'], ['Chandler', ' Your pants!'], ['Phoebe', "" Oh, yeah! You like 'em? I just, I went to a used clothes store and got a bunch of maternity stuff. These are sooo comfortable!""], ['Joey', ' Uhh, Pheebs, those are uh, those are Santa pants.'], ['Phoebe', ' What?'], ['Chandler', "" Santa pants. (Phoebe still doesn't get it.) Santa Claus's pants.""], ['Phoebe', "" Nuh-uh! They're maternity pants. They even came with a list of baby names. (Pulls out a sheet of paper which lists who's been naughty and who's been nice.) See, these names are good, and these names are bad. (Finally, she figures it out.) Ohh.""], ['Rachel', ' (entering) Hey!'], ['Monica', ' (entering) Hey!'], ['Rachel', ' So-Hey, Pheebs! So, how are the elves?'], ['Phoebe', "" I don't know! How are the-the-the-the, y'know-You're clothes aren't funny.""]]"	Phoebe	False	[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]	 (entering, wearing Santa pants) Hello! Ho! Ho! Ho! Excuse me. Your pants! Oh, yeah! You like 'em? I just, I went to a used clothes store and got a bunch of maternity stuff. These are sooo comfortable! Uhh, Pheebs, those are uh, those are Santa pants. What? Santa pants. (Phoebe still doesn't get it.) Santa Claus's pants. Nuh-uh! They're maternity pants. They even came with a list of baby names. (Pulls out a sheet of paper which lists who's been naughty and who's been nice.) See, these names are good, and these names are bad. (Finally, she figures it out.) Ohh. (entering) Hey! (entering) Hey! So-Hey, Pheebs! So, how are the elves? I don't know! How are the-the-the-the, y'know-You're clothes aren't funny.	  (entering, wearing Santa pants) Hello!  Excuse me.  Oh, yeah! You like 'em? I just, I went to a used clothes store and got a bunch of maternity stuff. These are sooo comfortable!  What?  Nuh-uh! They're maternity pants. They even came with a list of baby names. (Pulls out a sheet of paper which lists who's been naughty and who's been nice.) See, these names are good, and these names are bad. (Finally, she figures it out.) Ohh.  I don't know! How are the-the-the-the, y'know-You're clothes aren't funny.	  Ho! Ho! Ho!  Your pants!  Uhh, Pheebs, those are uh, those are Santa pants.  Santa pants. (Phoebe still doesn't get it.) Santa Claus's pants.  (entering) Hey!  (entering) Hey!  So-Hey, Pheebs! So, how are the elves?	0	anger	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral']
512	512	03_e25_c08(0) 	"[['Phoebe', "" Well, she's out of town so, there's gotta be something in her house that tells me where my Father is.""], ['Ross', ' Uh, Pheebs, some people call that breaking and entering.'], ['Phoebe', ' Well, are any of those people here?!'], ['All', ' Oh, no!! No, no!'], ['Phoebe', "" Okay, look I-I-I do something nice, okay? I'll-I'll fill her ice trays.""], ['Bonnie', ' Hey, everybody!'], ['All', ' Wow!! (they all recoil in shock and horror)']]"	Bonnie	True	[0, 0, 0, 0, 0, 1, 0]	 Well, she's out of town so, there's gotta be something in her house that tells me where my Father is. Uh, Pheebs, some people call that breaking and entering. Well, are any of those people here?! Oh, no!! No, no! Okay, look I-I-I do something nice, okay? I'll-I'll fill her ice trays. Hey, everybody! Wow!! (they all recoil in shock and horror)	  Hey, everybody!	  Well, she's out of town so, there's gotta be something in her house that tells me where my Father is.  Uh, Pheebs, some people call that breaking and entering.  Well, are any of those people here?!  Oh, no!! No, no!  Okay, look I-I-I do something nice, okay? I'll-I'll fill her ice trays.  Wow!! (they all recoil in shock and horror)	1	anger	['joy', 'neutral', 'neutral', 'neutral', 'neutral', 'anger', 'joy']
513	513	02_e09_c02(0) 	"[['Monica Geller', ' Cute.'], ['Ross Geller', ' I got some, uh, hers and hers towels for Susan and Carol. And, uh, I got this blouse for mom. [Ross holds up the blouse. It is extremely tacky, with sewn-on medals hanging off of it.]'], ['Monica Geller', ' Ross, that is gorgeous!'], ['Ross Geller', ' Yeah?'], ['Monica Geller', "" Look at these authentic fake medals. I tell ya, mom's gonna be voted best dressed at the make-believe military academy. [Phoebe enters.]""], ['Phoebe Buffay', ' Hey.'], ['Gang', ' Hey. Hi Phoebe.'], ['Phoebe Buffay', "" Happy Christmas Eve Eve. [sees Ross's picture frame] Oh my God, where did you get this?""], ['Ross Geller', "" Uh, Macy's, third floor, home furnishings.""], ['Phoebe Buffay', ' This is my father, this is a picture of my dad.'], ['Chandler Bing', "" Nah, Phoebs, that's the guy that comes in the frame.""], ['Phoebe Buffay', "" No it isn't, this is my dad, alright, I'll show you.""], ['Rachel Green', ' Phoebe, I thought your dad was in prison.'], ['Phoebe Buffay', "" No, that's my stepdad. My real dad's the one that ran out on us before I was born.""], ['Rachel Green', ' How have you never been on Oprah?'], ['Phoebe Buffay', ' [showing her pictures] OK, look, see, this is him. My mother gave me this picture before she died, same guy.'], ['Monica Geller', ' Honey, uh, this is a picture of the frame guy posing in front of a bright blue screen with a collie.'], ['Phoebe Buffay', "" It's not a blue screen... it's just, maybe it was just really clear that day. OK, I have to talk to my grandmother. [turns to leave]""]]"	Phoebe Buffay	True	[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]	 Cute. I got some, uh, hers and hers towels for Susan and Carol. And, uh, I got this blouse for mom. [Ross holds up the blouse. It is extremely tacky, with sewn-on medals hanging off of it.] Ross, that is gorgeous! Yeah? Look at these authentic fake medals. I tell ya, mom's gonna be voted best dressed at the make-believe military academy. [Phoebe enters.] Hey. Hey. Hi Phoebe. Happy Christmas Eve Eve. [sees Ross's picture frame] Oh my God, where did you get this? Uh, Macy's, third floor, home furnishings. This is my father, this is a picture of my dad. Nah, Phoebs, that's the guy that comes in the frame. No it isn't, this is my dad, alright, I'll show you. Phoebe, I thought your dad was in prison. No, that's my stepdad. My real dad's the one that ran out on us before I was born. How have you never been on Oprah? [showing her pictures] OK, look, see, this is him. My mother gave me this picture before she died, same guy. Honey, uh, this is a picture of the frame guy posing in front of a bright blue screen with a collie. It's not a blue screen... it's just, maybe it was just really clear that day. OK, I have to talk to my grandmother. [turns to leave]	  Hey.  Happy Christmas Eve Eve. [sees Ross's picture frame] Oh my God, where did you get this?  This is my father, this is a picture of my dad.  No it isn't, this is my dad, alright, I'll show you.  No, that's my stepdad. My real dad's the one that ran out on us before I was born.  [showing her pictures] OK, look, see, this is him. My mother gave me this picture before she died, same guy.  It's not a blue screen... it's just, maybe it was just really clear that day. OK, I have to talk to my grandmother. [turns to leave]	  Cute.  I got some, uh, hers and hers towels for Susan and Carol. And, uh, I got this blouse for mom. [Ross holds up the blouse. It is extremely tacky, with sewn-on medals hanging off of it.]  Ross, that is gorgeous!  Yeah?  Look at these authentic fake medals. I tell ya, mom's gonna be voted best dressed at the make-believe military academy. [Phoebe enters.]  Hey. Hi Phoebe.  Uh, Macy's, third floor, home furnishings.  Nah, Phoebs, that's the guy that comes in the frame.  Phoebe, I thought your dad was in prison.  How have you never been on Oprah?  Honey, uh, this is a picture of the frame guy posing in front of a bright blue screen with a collie.	1	joy	['joy', 'neutral', 'neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral']
514	514	03_e10_c01(0) 	"[['Chandler', "" (reading the comics) Eh..., I don't, I don't know.""], ['Rachel', ' What?'], ['Chandler', ' Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?'], ['Gunther', ' Rachel?'], ['Rachel', ' Yeah.']]"	Gunther	True	[0, 0, 0, 1, 0]	 (reading the comics) Eh..., I don't, I don't know. What? Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing? Rachel? Yeah.	  Rachel?	  (reading the comics) Eh..., I don't, I don't know.  What?  Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?  Yeah.	1	joy	['neutral', 'joy', 'neutral', 'neutral', 'neutral']
515	515	01_e16_c09(0) 	[['Rachel Green', ' So Pheebs, what do you want for your birthday?'], ['Phoebe Buffay', ' Well, what I really want is for my mom to be alive and enjoy it with me.'], ['Rachel Green', ' Okay... Let me put it this way. Anything from Crabtree and Evelyn?'], ['Phoebe Buffay', ' Ooh! Bath salts would be nice.'], ['Rachel Green', ' Ooh, okay... good.'], ['Jamie', ' What is this place?'], ['Frank Buffay', ' Look, youre cold, I have to pee, and... (indicating the sign) ..theres a cup of coffee on the window. How bad could it be?'], ['Jamie', ' I think we have an answer.'], ['Frank Buffay', ' Whats she doing here?'], ['Jamie', ' This could be Gods way of telling us to eat at home.'], ['Frank Buffay', ' Think she got fired at Riffs?'], ['Jamie', ' No, no, no. We were there last night. She kept... (shuddering at the memory) ..bringing swordfish. (Indicating the ladies bathroom) are you gonna go to the, um?'], ['Frank Buffay', ' Im gonna wait till after we order. Its her, right.'], ['Jamie', ' It looks like her.'], ['Jamie', ' Um, excuse me.'], ['Phoebe Buffay', ' Yeah?'], ['Jamie', ' Hi, its us.'], ['Phoebe Buffay', ' (Smiling blankly) Right, and its me.'], ['Jamie', ' So, so youre here too?'], ['Phoebe Buffay', ' Much as you are.'], ['Jamie', ' (Without moving her lips) Your turn.'], ['Frank Buffay', ' Err... we know what we want.'], ['Phoebe Buffay', ' (Philosophically) Oh, thats good.']]	Jamie	True	[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]	 So Pheebs, what do you want for your birthday? Well, what I really want is for my mom to be alive and enjoy it with me. Okay... Let me put it this way. Anything from Crabtree and Evelyn? Ooh! Bath salts would be nice. Ooh, okay... good. What is this place? Look, youre cold, I have to pee, and... (indicating the sign) ..theres a cup of coffee on the window. How bad could it be? I think we have an answer. Whats she doing here? This could be Gods way of telling us to eat at home. Think she got fired at Riffs? No, no, no. We were there last night. She kept... (shuddering at the memory) ..bringing swordfish. (Indicating the ladies bathroom) are you gonna go to the, um? Im gonna wait till after we order. Its her, right. It looks like her. Um, excuse me. Yeah? Hi, its us. (Smiling blankly) Right, and its me. So, so youre here too? Much as you are. (Without moving her lips) Your turn. Err... we know what we want. (Philosophically) Oh, thats good.	  What is this place?  I think we have an answer.  This could be Gods way of telling us to eat at home.  No, no, no. We were there last night. She kept... (shuddering at the memory) ..bringing swordfish. (Indicating the ladies bathroom) are you gonna go to the, um?  It looks like her.  Um, excuse me.  Hi, its us.  So, so youre here too?  (Without moving her lips) Your turn.	  So Pheebs, what do you want for your birthday?  Well, what I really want is for my mom to be alive and enjoy it with me.  Okay... Let me put it this way. Anything from Crabtree and Evelyn?  Ooh! Bath salts would be nice.  Ooh, okay... good.  Look, youre cold, I have to pee, and... (indicating the sign) ..theres a cup of coffee on the window. How bad could it be?  Whats she doing here?  Think she got fired at Riffs?  Im gonna wait till after we order. Its her, right.  Yeah?  (Smiling blankly) Right, and its me.  Much as you are.  Err... we know what we want.  (Philosophically) Oh, thats good.	1	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'anger', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral']
516	516	04_e04_c01(0) 	"[['Phoebe', ' Hey! New wallet, huh?'], ['Chandler', "" Yeah, it was time. The old condom ring in the leather just doesn't say 'cool' anymore.""], ['Monica', ' Rachel!'], ['Rachel', ' What?'], ['Monica', ' You just put an empty carton back in the fridge!']]"	Rachel	True	[0, 0, 0, 1, 0]	 Hey! New wallet, huh? Yeah, it was time. The old condom ring in the leather just doesn't say 'cool' anymore. Rachel! What? You just put an empty carton back in the fridge!	  What?	  Hey! New wallet, huh?  Yeah, it was time. The old condom ring in the leather just doesn't say 'cool' anymore.  Rachel!  You just put an empty carton back in the fridge!	1	joy	['neutral', 'neutral', 'neutral', 'neutral', 'neutral']
