	Speaker_1	Speaker_2	Utterance_1	Utterance_2	Utterance_3	Emotion_1	Emotion_2	Emotion_3	dialog_state	labels	utterance	context	sent	emo_label	raw_text
3777	Joey	Ross	Woo-hoo!!	Yeah, cheerie-o!	London baby!	joy	joy	joy	[1, 0, 1]	1	Woo-hoo!! London baby!	Yeah, cheerie-o!	Woo-hoo!! Yeah, cheerie-o! London baby!	['joy', 'joy', 'joy']	[['Joey', 'Woo-hoo!!'], ['Ross', 'Yeah, cheerie-o!'], ['Joey', 'London baby!']]
3778	Chandler	Joey	Hi!	Monica? What time is it?	Uhh, 9.	joy	neutral	neutral	[1, 0, 1]	0	Hi! Uhh, 9.	Monica? What time is it?	Hi! Monica? What time is it? Uhh, 9.	['joy', 'neutral', 'neutral']	[['Chandler', 'Hi!'], ['Joey', 'Monica? What time is it?'], ['Chandler', 'Uhh, 9.']]
3779	Joey	Chandler	Monica? What time is it?	Uhh, 9.	But it's dark out.	neutral	neutral	neutral	[1, 0, 1]	1	Monica? What time is it? But it's dark out.	Uhh, 9.	Monica? What time is it? Uhh, 9. But it's dark out.	['neutral', 'neutral', 'neutral']	"[['Joey', 'Monica? What time is it?'], ['Chandler', 'Uhh, 9.'], ['Joey', ""But it's dark out.""]]"
3780	Joey	Monica	But it's dark out.	Well that's because you always sleep to noon, silly! This is what 9 looks like.	I guess I'll get washed up then. Watch that sunrise.	neutral	neutral	neutral	[1, 0, 1]	1	But it's dark out. I guess I'll get washed up then. Watch that sunrise.	Well that's because you always sleep to noon, silly! This is what 9 looks like.	But it's dark out. Well that's because you always sleep to noon, silly! This is what 9 looks like. I guess I'll get washed up then. Watch that sunrise.	['neutral', 'neutral', 'neutral']	"[['Joey', ""But it's dark out.""], ['Monica', ""Well that's because you always sleep to noon, silly! This is what 9 looks like.""], ['Joey', ""I guess I'll get washed up then. Watch that sunrise.""]]"
3781	Monica	Joey	Well that's because you always sleep to noon, silly! This is what 9 looks like.	I guess I'll get washed up then. Watch that sunrise.	I'm	neutral	neutral	neutral	[1, 0, 1]	0	Well that's because you always sleep to noon, silly! This is what 9 looks like. I'm	I guess I'll get washed up then. Watch that sunrise.	Well that's because you always sleep to noon, silly! This is what 9 looks like. I guess I'll get washed up then. Watch that sunrise. I'm	['neutral', 'neutral', 'neutral']	"[['Monica', ""Well that's because you always sleep to noon, silly! This is what 9 looks like.""], ['Joey', ""I guess I'll get washed up then. Watch that sunrise.""], ['Monica', ""I'm""]]"
3782	Chandler	Monica	Y'know we'd have no interruptions and we could be naked the entire time.	All weekend? That's a whole lotta naked.	Yeah, I can say that I have a conference and you can say you have a chef thing.	joy	surprise	neutral	[1, 0, 1]	0	Y'know we'd have no interruptions and we could be naked the entire time. Yeah, I can say that I have a conference and you can say you have a chef thing.	All weekend? That's a whole lotta naked.	Y'know we'd have no interruptions and we could be naked the entire time. All weekend? That's a whole lotta naked. Yeah, I can say that I have a conference and you can say you have a chef thing.	['joy', 'surprise', 'neutral']	"[['Chandler', ""Y'know we'd have no interruptions and we could be naked the entire time.""], ['Monica', ""All weekend? That's a whole lotta naked.""], ['Chandler', 'Yeah, I can say that I have a conference and you can say you have a chef thing.']]"
3783	Monica	Chandler	All weekend? That's a whole lotta naked.	Yeah, I can say that I have a conference and you can say you have a chef thing.	Ohh, I've always wanted to go to this culinary fair that they have in Jersey!	surprise	neutral	joy	[1, 0, 1]	0	All weekend? That's a whole lotta naked. Ohh, I've always wanted to go to this culinary fair that they have in Jersey!	Yeah, I can say that I have a conference and you can say you have a chef thing.	All weekend? That's a whole lotta naked. Yeah, I can say that I have a conference and you can say you have a chef thing. Ohh, I've always wanted to go to this culinary fair that they have in Jersey!	['surprise', 'neutral', 'joy']	"[['Monica', ""All weekend? That's a whole lotta naked.""], ['Chandler', 'Yeah, I can say that I have a conference and you can say you have a chef thing.'], ['Monica', ""Ohh, I've always wanted to go to this culinary fair that they have in Jersey!""]]"
3784	Chandler	Monica	Yeah, I can say that I have a conference and you can say you have a chef thing.	Ohh, I've always wanted to go to this culinary fair that they have in Jersey!	Okay, y'know your not though. Let's go.	neutral	joy	neutral	[1, 0, 1]	0	Yeah, I can say that I have a conference and you can say you have a chef thing. Okay, y'know your not though. Let's go.	Ohh, I've always wanted to go to this culinary fair that they have in Jersey!	Yeah, I can say that I have a conference and you can say you have a chef thing. Ohh, I've always wanted to go to this culinary fair that they have in Jersey! Okay, y'know your not though. Let's go.	['neutral', 'joy', 'neutral']	"[['Chandler', 'Yeah, I can say that I have a conference and you can say you have a chef thing.'], ['Monica', ""Ohh, I've always wanted to go to this culinary fair that they have in Jersey!""], ['Chandler', ""Okay, y'know your not though. Let's go.""]]"
3785	Monica	Chandler	Ohh, I've always wanted to go to this culinary fair that they have in Jersey!	Okay, y'know your not though. Let's go.	Wait! What about Joey?	joy	neutral	neutral	[1, 0, 1]	0	Ohh, I've always wanted to go to this culinary fair that they have in Jersey! Wait! What about Joey?	Okay, y'know your not though. Let's go.	Ohh, I've always wanted to go to this culinary fair that they have in Jersey! Okay, y'know your not though. Let's go. Wait! What about Joey?	['joy', 'neutral', 'neutral']	"[['Monica', ""Ohh, I've always wanted to go to this culinary fair that they have in Jersey!""], ['Chandler', ""Okay, y'know your not though. Let's go.""], ['Monica', 'Wait! What about Joey?']]"
3786	Chandler	Female Student	Sounds like two people are really enjoying the Dewey decimal system.	I m so sorry!	You didn t bring	neutral	fear	neutral	[1, 0, 1]	0	Sounds like two people are really enjoying the Dewey decimal system. You didn t bring	I m so sorry!	Sounds like two people are really enjoying the Dewey decimal system. I m so sorry! You didn t bring	['neutral', 'fear', 'neutral']	[['Chandler', 'Sounds like two people are really enjoying the Dewey decimal system.'], ['Female Student', 'I m so sorry!'], ['Chandler', 'You didn t bring']]
3787	Joey	Rachel	Hey!	Hi!	Oh you know uh Kash, really liked you the other day. He said he thought you were charming.	joy	joy	neutral	[1, 0, 1]	1	Hey! Oh you know uh Kash, really liked you the other day. He said he thought you were charming.	Hi!	Hey! Hi! Oh you know uh Kash, really liked you the other day. He said he thought you were charming.	['joy', 'joy', 'neutral']	[['Joey', 'Hey!'], ['Rachel', 'Hi!'], ['Joey', 'Oh you know uh Kash, really liked you the other day. He said he thought you were charming.']]
3788	Ross	Joey	Okay I-I just have to stop by my place first.	To tape the game? You do this every time Ross, you re	No-no, I-I have to see if this apartment became available.	neutral	disgust	neutral	[1, 0, 1]	0	Okay I-I just have to stop by my place first. No-no, I-I have to see if this apartment became available.	To tape the game? You do this every time Ross, you re	Okay I-I just have to stop by my place first. To tape the game? You do this every time Ross, you re No-no, I-I have to see if this apartment became available.	['neutral', 'disgust', 'neutral']	[['Ross', 'Okay I-I just have to stop by my place first.'], ['Joey', 'To tape the game? You do this every time Ross, you re'], ['Ross', 'No-no, I-I have to see if this apartment became available.']]
3789	Joey	Ross	To tape the game? You do this every time Ross, you re	No-no, I-I have to see if this apartment became available.	Oh, you re switching apartments?	disgust	neutral	surprise	[1, 0, 1]	1	To tape the game? You do this every time Ross, you re Oh, you re switching apartments?	No-no, I-I have to see if this apartment became available.	To tape the game? You do this every time Ross, you re No-no, I-I have to see if this apartment became available. Oh, you re switching apartments?	['disgust', 'neutral', 'surprise']	[['Joey', 'To tape the game? You do this every time Ross, you re'], ['Ross', 'No-no, I-I have to see if this apartment became available.'], ['Joey', 'Oh, you re switching apartments?']]
3790	Ross	Joey	No-no, I-I have to see if this apartment became available.	Oh, you re switching apartments?	It s not for me, it s for Rachel.	neutral	surprise	neutral	[1, 0, 1]	0	No-no, I-I have to see if this apartment became available. It s not for me, it s for Rachel.	Oh, you re switching apartments?	No-no, I-I have to see if this apartment became available. Oh, you re switching apartments? It s not for me, it s for Rachel.	['neutral', 'surprise', 'neutral']	[['Ross', 'No-no, I-I have to see if this apartment became available.'], ['Joey', 'Oh, you re switching apartments?'], ['Ross', 'It s not for me, it s for Rachel.']]
3791	Joey	Ross	Oh, you re switching apartments?	It s not for me, it s for Rachel.	But Rachel has an apartment.	surprise	neutral	neutral	[1, 0, 1]	1	Oh, you re switching apartments? But Rachel has an apartment.	It s not for me, it s for Rachel.	Oh, you re switching apartments? It s not for me, it s for Rachel. But Rachel has an apartment.	['surprise', 'neutral', 'neutral']	[['Joey', 'Oh, you re switching apartments?'], ['Ross', 'It s not for me, it s for Rachel.'], ['Joey', 'But Rachel has an apartment.']]
3792	Ross	Joey	It s not for me, it s for Rachel.	But Rachel has an apartment.	Yeah, but when the baby comes she s gonna want to move.	neutral	neutral	neutral	[1, 0, 1]	0	It s not for me, it s for Rachel. Yeah, but when the baby comes she s gonna want to move.	But Rachel has an apartment.	It s not for me, it s for Rachel. But Rachel has an apartment. Yeah, but when the baby comes she s gonna want to move.	['neutral', 'neutral', 'neutral']	[['Ross', 'It s not for me, it s for Rachel.'], ['Joey', 'But Rachel has an apartment.'], ['Ross', 'Yeah, but when the baby comes she s gonna want to move.']]
3793	Joey	Ross	But Rachel has an apartment.	Yeah, but when the baby comes she s gonna want to move.	She is?	neutral	neutral	surprise	[1, 0, 1]	1	But Rachel has an apartment. She is?	Yeah, but when the baby comes she s gonna want to move.	But Rachel has an apartment. Yeah, but when the baby comes she s gonna want to move. She is?	['neutral', 'neutral', 'surprise']	[['Joey', 'But Rachel has an apartment.'], ['Ross', 'Yeah, but when the baby comes she s gonna want to move.'], ['Joey', 'She is?']]
3794	Ross	Joey	Yeah, but when the baby comes she s gonna want to move.	She is?	Yeah, you didn t expect her to live there with a baby did you?	neutral	surprise	surprise	[1, 0, 1]	0	Yeah, but when the baby comes she s gonna want to move. Yeah, you didn t expect her to live there with a baby did you?	She is?	Yeah, but when the baby comes she s gonna want to move. She is? Yeah, you didn t expect her to live there with a baby did you?	['neutral', 'surprise', 'surprise']	[['Ross', 'Yeah, but when the baby comes she s gonna want to move.'], ['Joey', 'She is?'], ['Ross', 'Yeah, you didn t expect her to live there with a baby did you?']]
3795	Joey	Ross	She is?	Yeah, you didn t expect her to live there with a baby did you?	I guess I didn t really think about it.	surprise	surprise	neutral	[1, 0, 1]	1	She is? I guess I didn t really think about it.	Yeah, you didn t expect her to live there with a baby did you?	She is? Yeah, you didn t expect her to live there with a baby did you? I guess I didn t really think about it.	['surprise', 'surprise', 'neutral']	[['Joey', 'She is?'], ['Ross', 'Yeah, you didn t expect her to live there with a baby did you?'], ['Joey', 'I guess I didn t really think about it.']]
3796	Ross	Joey	Yeah, you didn t expect her to live there with a baby did you?	I guess I didn t really think about it.	Ezel!  Hey Gunther! You re an ezel!	surprise	neutral	anger	[1, 0, 1]	0	Yeah, you didn t expect her to live there with a baby did you? Ezel!  Hey Gunther! You re an ezel!	I guess I didn t really think about it.	Yeah, you didn t expect her to live there with a baby did you? I guess I didn t really think about it. Ezel!  Hey Gunther! You re an ezel!	['surprise', 'neutral', 'anger']	[['Ross', 'Yeah, you didn t expect her to live there with a baby did you?'], ['Joey', 'I guess I didn t really think about it.'], ['Ross', 'Ezel!  Hey Gunther! You re an ezel!']]
3797	Monica	Rachel	Look what I got! Look what I got! Look what I got!  Can you believe they make these for little people?	Little village people.	Okay, look at this one. This is my favourite.	surprise	neutral	joy	[1, 0, 1]	0	Look what I got! Look what I got! Look what I got!  Can you believe they make these for little people? Okay, look at this one. This is my favourite.	Little village people.	Look what I got! Look what I got! Look what I got!  Can you believe they make these for little people? Little village people. Okay, look at this one. This is my favourite.	['surprise', 'neutral', 'joy']	[['Monica', 'Look what I got! Look what I got! Look what I got!  Can you believe they make these for little people?'], ['Rachel', 'Little village people.'], ['Monica', 'Okay, look at this one. This is my favourite.']]
3798	Rachel	Monica	Little village people.	Okay, look at this one. This is my favourite.	Oh, that is so sweet!	neutral	joy	joy	[1, 0, 1]	0	Little village people. Oh, that is so sweet!	Okay, look at this one. This is my favourite.	Little village people. Okay, look at this one. This is my favourite. Oh, that is so sweet!	['neutral', 'joy', 'joy']	[['Rachel', 'Little village people.'], ['Monica', 'Okay, look at this one. This is my favourite.'], ['Rachel', 'Oh, that is so sweet!']]
3799	Monica	Rachel	Okay, look at this one. This is my favourite.	Oh, that is so sweet!	I know! Phoebe is gonna love dressing them in these!	joy	joy	joy	[1, 0, 1]	0	Okay, look at this one. This is my favourite. I know! Phoebe is gonna love dressing them in these!	Oh, that is so sweet!	Okay, look at this one. This is my favourite. Oh, that is so sweet! I know! Phoebe is gonna love dressing them in these!	['joy', 'joy', 'joy']	[['Monica', 'Okay, look at this one. This is my favourite.'], ['Rachel', 'Oh, that is so sweet!'], ['Monica', 'I know! Phoebe is gonna love dressing them in these!']]
3800	Rachel	Monica	Oh, that is so sweet!	I know! Phoebe is gonna love dressing them in these!	Huh. Except, Phoebe s not gonna be the one that gets to dress them.	joy	joy	neutral	[1, 0, 1]	0	Oh, that is so sweet! Huh. Except, Phoebe s not gonna be the one that gets to dress them.	I know! Phoebe is gonna love dressing them in these!	Oh, that is so sweet! I know! Phoebe is gonna love dressing them in these! Huh. Except, Phoebe s not gonna be the one that gets to dress them.	['joy', 'joy', 'neutral']	[['Rachel', 'Oh, that is so sweet!'], ['Monica', 'I know! Phoebe is gonna love dressing them in these!'], ['Rachel', 'Huh. Except, Phoebe s not gonna be the one that gets to dress them.']]
3801	Monica	Rachel	I know! Phoebe is gonna love dressing them in these!	Huh. Except, Phoebe s not gonna be the one that gets to dress them.	Because she s not gonna get to keep the babies.	joy	neutral	sadness	[1, 0, 1]	0	I know! Phoebe is gonna love dressing them in these! Because she s not gonna get to keep the babies.	Huh. Except, Phoebe s not gonna be the one that gets to dress them.	I know! Phoebe is gonna love dressing them in these! Huh. Except, Phoebe s not gonna be the one that gets to dress them. Because she s not gonna get to keep the babies.	['joy', 'neutral', 'sadness']	[['Monica', 'I know! Phoebe is gonna love dressing them in these!'], ['Rachel', 'Huh. Except, Phoebe s not gonna be the one that gets to dress them.'], ['Monica', 'Because she s not gonna get to keep the babies.']]
3802	Rachel	Monica	Huh. Except, Phoebe s not gonna be the one that gets to dress them.	Because she s not gonna get to keep the babies.	Oh my God! We are throwing the most depressing baby shower ever!	neutral	sadness	sadness	[1, 0, 1]	0	Huh. Except, Phoebe s not gonna be the one that gets to dress them. Oh my God! We are throwing the most depressing baby shower ever!	Because she s not gonna get to keep the babies.	Huh. Except, Phoebe s not gonna be the one that gets to dress them. Because she s not gonna get to keep the babies. Oh my God! We are throwing the most depressing baby shower ever!	['neutral', 'sadness', 'sadness']	[['Rachel', 'Huh. Except, Phoebe s not gonna be the one that gets to dress them.'], ['Monica', 'Because she s not gonna get to keep the babies.'], ['Rachel', 'Oh my God! We are throwing the most depressing baby shower ever!']]
3803	Monica	Rachel	Because she s not gonna get to keep the babies.	Oh my God! We are throwing the most depressing baby shower ever!	Wait a minute!	sadness	sadness	surprise	[1, 0, 1]	0	Because she s not gonna get to keep the babies. Wait a minute!	Oh my God! We are throwing the most depressing baby shower ever!	Because she s not gonna get to keep the babies. Oh my God! We are throwing the most depressing baby shower ever! Wait a minute!	['sadness', 'sadness', 'surprise']	[['Monica', 'Because she s not gonna get to keep the babies.'], ['Rachel', 'Oh my God! We are throwing the most depressing baby shower ever!'], ['Monica', 'Wait a minute!']]
3804	Monica	Rachel	Like-like umm, regular coffee, Tequila.	Oh, and somebody can get those leather pants she s always wanted!	Oh, she s gonna love that!	neutral	joy	joy	[1, 0, 1]	0	Like-like umm, regular coffee, Tequila. Oh, she s gonna love that!	Oh, and somebody can get those leather pants she s always wanted!	Like-like umm, regular coffee, Tequila. Oh, and somebody can get those leather pants she s always wanted! Oh, she s gonna love that!	['neutral', 'joy', 'joy']	[['Monica', 'Like-like umm, regular coffee, Tequila.'], ['Rachel', 'Oh, and somebody can get those leather pants she s always wanted!'], ['Monica', 'Oh, she s gonna love that!']]
3805	Ross	Judge	Fine, I m mentally unstable.	And based on the fact that Mr. Geller is intravenous drug user.	What?!	anger	neutral	surprise	[1, 0, 1]	0	Fine, I m mentally unstable. What?!	And based on the fact that Mr. Geller is intravenous drug user.	Fine, I m mentally unstable. And based on the fact that Mr. Geller is intravenous drug user. What?!	['anger', 'neutral', 'surprise']	[['Ross', 'Fine, I m mentally unstable.'], ['Judge', 'And based on the fact that Mr. Geller is intravenous drug user.'], ['Ross', 'What?!']]
3806	Ross	Rachel	What?!	Uh yes, heroin and crack.	Crack isn t even an intravenous drug!	surprise	neutral	anger	[1, 0, 1]	0	What?! Crack isn t even an intravenous drug!	Uh yes, heroin and crack.	What?! Uh yes, heroin and crack. Crack isn t even an intravenous drug!	['surprise', 'neutral', 'anger']	[['Ross', 'What?!'], ['Rachel', 'Uh yes, heroin and crack.'], ['Ross', 'Crack isn t even an intravenous drug!']]
3807	Rachel	Ross	Uh yes, heroin and crack.	Crack isn t even an intravenous drug!	Well, you would know.	neutral	anger	neutral	[1, 0, 1]	0	Uh yes, heroin and crack. Well, you would know.	Crack isn t even an intravenous drug!	Uh yes, heroin and crack. Crack isn t even an intravenous drug! Well, you would know.	['neutral', 'anger', 'neutral']	[['Rachel', 'Uh yes, heroin and crack.'], ['Ross', 'Crack isn t even an intravenous drug!'], ['Rachel', 'Well, you would know.']]
3808	Rachel	Ross	I know, I lied! I didn t want her to think I was a terrible mother! I can t even see my own baby!	Oh sure, come here!  Sure you can! Uh, look come here look,  it s-it s-it s, it s right there .	Oh. Oh, it s beautiful. I see it now.	sadness	neutral	joy	[1, 0, 1]	0	I know, I lied! I didn t want her to think I was a terrible mother! I can t even see my own baby! Oh. Oh, it s beautiful. I see it now.	Oh sure, come here!  Sure you can! Uh, look come here look,  it s-it s-it s, it s right there .	I know, I lied! I didn t want her to think I was a terrible mother! I can t even see my own baby! Oh sure, come here!  Sure you can! Uh, look come here look,  it s-it s-it s, it s right there . Oh. Oh, it s beautiful. I see it now.	['sadness', 'neutral', 'joy']	[['Rachel', 'I know, I lied! I didn t want her to think I was a terrible mother! I can t even see my own baby!'], ['Ross', 'Oh sure, come here!  Sure you can! Uh, look come here look,  it s-it s-it s, it s right there .'], ['Rachel', 'Oh. Oh, it s beautiful. I see it now.']]
3809	Ross	Rachel	Oh sure, come here!  Sure you can! Uh, look come here look,  it s-it s-it s, it s right there .	Oh. Oh, it s beautiful. I see it now.	Do you really?	neutral	joy	neutral	[1, 0, 1]	0	Oh sure, come here!  Sure you can! Uh, look come here look,  it s-it s-it s, it s right there . Do you really?	Oh. Oh, it s beautiful. I see it now.	Oh sure, come here!  Sure you can! Uh, look come here look,  it s-it s-it s, it s right there . Oh. Oh, it s beautiful. I see it now. Do you really?	['neutral', 'joy', 'neutral']	[['Ross', 'Oh sure, come here!  Sure you can! Uh, look come here look,  it s-it s-it s, it s right there .'], ['Rachel', 'Oh. Oh, it s beautiful. I see it now.'], ['Ross', 'Do you really?']]
3810	Rachel	Ross	Oh. Oh, it s beautiful. I see it now.	Do you really?	No, I don t see it!	joy	neutral	anger	[1, 0, 1]	0	Oh. Oh, it s beautiful. I see it now. No, I don t see it!	Do you really?	Oh. Oh, it s beautiful. I see it now. Do you really? No, I don t see it!	['joy', 'neutral', 'anger']	[['Rachel', 'Oh. Oh, it s beautiful. I see it now.'], ['Ross', 'Do you really?'], ['Rachel', 'No, I don t see it!']]
3811	Ross	Rachel	Do you really?	No, I don t see it!	Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?	neutral	anger	joy	[1, 0, 1]	0	Do you really? Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?	No, I don t see it!	Do you really? No, I don t see it! Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?	['neutral', 'anger', 'joy']	[['Ross', 'Do you really?'], ['Rachel', 'No, I don t see it!'], ['Ross', 'Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?']]
3812	Rachel	Ross	No, I don t see it!	Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?	Yeah.	anger	joy	neutral	[1, 0, 1]	0	No, I don t see it! Yeah.	Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?	No, I don t see it! Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut? Yeah.	['anger', 'joy', 'neutral']	[['Rachel', 'No, I don t see it!'], ['Ross', 'Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?'], ['Rachel', 'Yeah.']]
3813	Ross	Rachel	Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?	Yeah.	Sweetie that s it.	joy	neutral	joy	[1, 0, 1]	0	Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut? Sweetie that s it.	Yeah.	Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut? Yeah. Sweetie that s it.	['joy', 'neutral', 'joy']	[['Ross', 'Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?'], ['Rachel', 'Yeah.'], ['Ross', 'Sweetie that s it.']]
3814	Rachel	Ross	Yeah.	Sweetie that s it.	That s it? Well I saw that! Ohh-ohh-oh, thank you.	neutral	joy	joy	[1, 0, 1]	0	Yeah. That s it? Well I saw that! Ohh-ohh-oh, thank you.	Sweetie that s it.	Yeah. Sweetie that s it. That s it? Well I saw that! Ohh-ohh-oh, thank you.	['neutral', 'joy', 'joy']	[['Rachel', 'Yeah.'], ['Ross', 'Sweetie that s it.'], ['Rachel', 'That s it? Well I saw that! Ohh-ohh-oh, thank you.']]
3815	Ross	Rachel	Sweetie that s it.	That s it? Well I saw that! Ohh-ohh-oh, thank you.	You re welcome.	joy	joy	neutral	[1, 0, 1]	0	Sweetie that s it. You re welcome.	That s it? Well I saw that! Ohh-ohh-oh, thank you.	Sweetie that s it. That s it? Well I saw that! Ohh-ohh-oh, thank you. You re welcome.	['joy', 'joy', 'neutral']	[['Ross', 'Sweetie that s it.'], ['Rachel', 'That s it? Well I saw that! Ohh-ohh-oh, thank you.'], ['Ross', 'You re welcome.']]
3816	Rachel	Ross	That s it? Well I saw that! Ohh-ohh-oh, thank you.	You re welcome.	Wow! I can t believe that s our baby.	joy	neutral	surprise	[1, 0, 1]	0	That s it? Well I saw that! Ohh-ohh-oh, thank you. Wow! I can t believe that s our baby.	You re welcome.	That s it? Well I saw that! Ohh-ohh-oh, thank you. You re welcome. Wow! I can t believe that s our baby.	['joy', 'neutral', 'surprise']	[['Rachel', 'That s it? Well I saw that! Ohh-ohh-oh, thank you.'], ['Ross', 'You re welcome.'], ['Rachel', 'Wow! I can t believe that s our baby.']]
3817	Ross	Rachel	You re welcome.	Wow! I can t believe that s our baby.	Yeah, that s our baby.	neutral	surprise	joy	[1, 0, 1]	0	You re welcome. Yeah, that s our baby.	Wow! I can t believe that s our baby.	You re welcome. Wow! I can t believe that s our baby. Yeah, that s our baby.	['neutral', 'surprise', 'joy']	[['Ross', 'You re welcome.'], ['Rachel', 'Wow! I can t believe that s our baby.'], ['Ross', 'Yeah, that s our baby.']]
3818	Monica	Chandler	Gin.	We were playing Gin? Y'know if we were a couple, we could play this game naked.	Will you stop!	neutral	joy	joy	[1, 0, 1]	0	Gin. Will you stop!	We were playing Gin? Y'know if we were a couple, we could play this game naked.	Gin. We were playing Gin? Y'know if we were a couple, we could play this game naked. Will you stop!	['neutral', 'joy', 'joy']	"[['Monica', 'Gin.'], ['Chandler', ""We were playing Gin? Y'know if we were a couple, we could play this game naked.""], ['Monica', 'Will you stop!']]"
3819	Chandler	Monica	We were playing Gin? Y'know if we were a couple, we could play this game naked.	Will you stop!	Okay. All right.	joy	joy	neutral	[1, 0, 1]	0	We were playing Gin? Y'know if we were a couple, we could play this game naked. Okay. All right.	Will you stop!	We were playing Gin? Y'know if we were a couple, we could play this game naked. Will you stop! Okay. All right.	['joy', 'joy', 'neutral']	"[['Chandler', ""We were playing Gin? Y'know if we were a couple, we could play this game naked.""], ['Monica', 'Will you stop!'], ['Chandler', 'Okay. All right.']]"
3820	Monica	Chandler	Will you stop!	Okay. All right.	Okay, all right, I think you re great, I think you re sweet, and you re smart, and I love you.	joy	neutral	joy	[1, 0, 1]	0	Will you stop! Okay, all right, I think you re great, I think you re sweet, and you re smart, and I love you.	Okay. All right.	Will you stop! Okay. All right. Okay, all right, I think you re great, I think you re sweet, and you re smart, and I love you.	['joy', 'neutral', 'joy']	[['Monica', 'Will you stop!'], ['Chandler', 'Okay. All right.'], ['Monica', 'Okay, all right, I think you re great, I think you re sweet, and you re smart, and I love you.']]
3821	Chandler	Monica	Hey!	Hey!	Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!	joy	joy	joy	[1, 0, 1]	0	Hey! Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!	Hey!	Hey! Hey! Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!	['joy', 'joy', 'joy']	[['Chandler', 'Hey!'], ['Monica', 'Hey!'], ['Chandler', 'Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!']]
3822	Monica	Chandler	Hey!	Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!	Hey, check me out, I m a slut!	joy	joy	joy	[1, 0, 1]	0	Hey! Hey, check me out, I m a slut!	Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!	Hey! Let me tell you about this chick I scored with last night! Oh no wait a minute that was you! Hey, check me out, I m a slut!	['joy', 'joy', 'joy']	[['Monica', 'Hey!'], ['Chandler', 'Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!'], ['Monica', 'Hey, check me out, I m a slut!']]
3823	Chandler	Monica	Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!	Hey, check me out, I m a slut!	So you uh, want to do something tonight?	joy	joy	neutral	[1, 0, 1]	0	Let me tell you about this chick I scored with last night! Oh no wait a minute that was you! So you uh, want to do something tonight?	Hey, check me out, I m a slut!	Let me tell you about this chick I scored with last night! Oh no wait a minute that was you! Hey, check me out, I m a slut! So you uh, want to do something tonight?	['joy', 'joy', 'neutral']	[['Chandler', 'Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!'], ['Monica', 'Hey, check me out, I m a slut!'], ['Chandler', 'So you uh, want to do something tonight?']]
3824	Monica	Chandler	Hey, check me out, I m a slut!	So you uh, want to do something tonight?	Oh I can t. Dr. Roger is coming over again.	joy	neutral	neutral	[1, 0, 1]	0	Hey, check me out, I m a slut! Oh I can t. Dr. Roger is coming over again.	So you uh, want to do something tonight?	Hey, check me out, I m a slut! So you uh, want to do something tonight? Oh I can t. Dr. Roger is coming over again.	['joy', 'neutral', 'neutral']	[['Monica', 'Hey, check me out, I m a slut!'], ['Chandler', 'So you uh, want to do something tonight?'], ['Monica', 'Oh I can t. Dr. Roger is coming over again.']]
3825	Chandler	Monica	So you uh, want to do something tonight?	Oh I can t. Dr. Roger is coming over again.	Oh.	neutral	neutral	neutral	[1, 0, 1]	0	So you uh, want to do something tonight? Oh.	Oh I can t. Dr. Roger is coming over again.	So you uh, want to do something tonight? Oh I can t. Dr. Roger is coming over again. Oh.	['neutral', 'neutral', 'neutral']	[['Chandler', 'So you uh, want to do something tonight?'], ['Monica', 'Oh I can t. Dr. Roger is coming over again.'], ['Chandler', 'Oh.']]
3826	Chandler	Monica	I mean, I remember a time when	Are you okay?	Yeah! Totally! Totally, and you?	sadness	neutral	joy	[1, 0, 1]	0	I mean, I remember a time when Yeah! Totally! Totally, and you?	Are you okay?	I mean, I remember a time when Are you okay? Yeah! Totally! Totally, and you?	['sadness', 'neutral', 'joy']	[['Chandler', 'I mean, I remember a time when'], ['Monica', 'Are you okay?'], ['Chandler', 'Yeah! Totally! Totally, and you?']]
